LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Port Hardy,2018,7,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4901.06,494333.03
Port Hardy,2018,7,Area 12,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,3545.94,1349730.64
Port Hardy,2018,7,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,6754.28,4692343.11
Port Hardy,2018,7,Area 12,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,403.23,30490.16
Port Hardy,2018,7,Area 12,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,404.49,100315.43
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2082.63,295262.45
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,554.49,100925.72
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1510.15,133125.20
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,324.87,26554.31
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1263.94,198626.74
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,747.38,97347.40
Port Renfrew,2018,7,Area 121,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,432.78,59896.87
Barkley,2018,7,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1095.14,86124.69
Barkley,2018,7,Area 123,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1095.60,188457.94
Barkley,2018,7,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2321.74,225910.91
Barkley,2018,7,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1237.80,285655.11
Barkley,2018,7,Area 123,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3123.35,1313124.52
Barkley,2018,7,Area 123,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,861.43,93777.95
Barkley,2018,7,Area 123,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1199.64,461138.95
Tofino,2018,7,Area 124,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,278.16,14119.95
Tofino,2018,7,Area 124,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,41.18,811.45
Tofino,2018,7,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1139.37,143348.27
Tofino,2018,7,Area 124,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,38.09,1374.84
Tofino,2018,7,Area 124,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,484.45,118407.96
Tofino,2018,7,Area 124,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,487.54,106294.23
Tofino,2018,7,Area 124,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,24.58,579.78
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,610.49,31961.29
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,90.45,7909.36
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1336.10,143935.63
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,716.77,107435.56
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,364.60,72432.66
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,227.98,11518.50
Tahsis/Nootka,2018,7,Area 125,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,37.21,1347.61
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,396.71,29640.25
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,861.70,357600.41
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1576.17,172648.83
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,599.31,183291.97
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,75.07,2668.32
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,453.79,33777.21
Kyuquot,2018,7,Area 126,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,217.09,14033.12
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,535.81,71543.71
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,92.45,8084.24
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,485.13,27615.36
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,156.86,9934.75
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,82.07,2467.84
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,88.53,2786.27
Winter Harbour,2018,7,Area 127,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,36.98,1293.48
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1083.02,84816.58
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,541.57,103611.60
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,4376.12,521124.54
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1891.98,317991.12
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,5559.42,2205502.56
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,568.63,54702.25
Campbell River,2018,7,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,699.27,78774.97
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1079.10,94158.98
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,392.78,51363.68
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2503.36,237056.26
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1420.51,221597.37
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3795.46,1195416.02
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,24.58,579.78
Campbell River,2018,7,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,70.73,3000.55
Haida Gwaii,2018,7,Area 142,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,73.96,5173.91
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,261.22,29430.70
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,425.10,49580.25
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1105.66,79553.46
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1415.99,468697.46
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,872.22,148889.88
Sunshine Coast,2018,7,Area 15,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,45.51,1980.31
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,837.58,122291.79
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,756.00,284243.42
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,874.62,42969.56
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1054.43,432692.28
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3583.72,2360539.19
Sunshine Coast,2018,7,Area 16,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,298.43,30778.31
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,602.73,66403.81
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,442.54,70136.85
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1236.50,92748.97
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1052.03,215230.19
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,4038.85,1223832.60
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,49.17,1156.31
Nanaimo,2018,7,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,89.46,4024.79
Nanaimo,2018,7,Area 17,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,52.24,2677.18
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,261.22,24073.73
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,73.75,5218.01
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,305.41,19264.14
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,52.24,2677.18
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,519.36,53104.56
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,52.24,2677.18
Nanaimo,2018,7,Area 18,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,156.73,24094.63
Victoria,2018,7,Area 19 (GS),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,30.15,878.82
Victoria,2018,7,Area 19 (GS),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,313.46,69593.65
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,749.77,56685.28
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,513.21,119927.77
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,700.18,57488.89
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,250.84,18913.34
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,861.80,149318.17
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,101.41,4996.30
Victoria,2018,7,Area 19 (JDF),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,49.17,2319.12
Victoria,2018,7,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2334.84,246760.62
Victoria,2018,7,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,516.67,47203.95
Victoria,2018,7,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3910.73,456808.95
Victoria,2018,7,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1017.96,121257.62
Victoria,2018,7,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,12396.04,5145415.01
Victoria,2018,7,Area 20,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,95.32,3580.33
Victoria,2018,7,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,521.71,100580.24
Port Renfrew,2018,7,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,208.98,16057.86
Port Renfrew,2018,7,Area 21,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,277.24,23882.39
Port Renfrew,2018,7,Area 21,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,261.22,66929.54
Port Renfrew,2018,7,Area 21,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,208.98,42834.90
Port Renfrew,2018,7,Area 21,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,208.98,42834.90
Port Renfrew,2018,7,Area 22,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,111.64,12128.45
Port Renfrew,2018,7,Area 22,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,37.21,1347.61
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,231.16,13652.09
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,556.44,41559.02
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,178.91,16099.15
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,5955.22,11370348.73
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,104.49,5351.75
Port Alberni,2018,7,Area 23 (Alberni Canal),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,266.11,45928.29
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1519.21,171711.49
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1265.84,308204.55
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2886.25,305403.50
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,4129.53,2822254.81
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,20047.23,31237374.24
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1083.10,250910.33
Barkley,2018,7,Area 23 (Barkley),Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,488.68,77893.69
Tofino,2018,7,Area 24,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,351.05,18387.55
Tofino,2018,7,Area 24,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,49.17,2319.12
Tofino,2018,7,Area 24,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,851.70,68287.00
Tofino,2018,7,Area 24,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,302.51,34589.53
Tofino,2018,7,Area 24,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,440.22,89370.04
Tofino,2018,7,Area 24,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,151.32,11436.51
Tofino,2018,7,Area 24,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,30.15,878.82
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2107.86,199415.87
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,350.85,37120.14
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,5879.50,907476.96
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1701.56,417047.84
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3865.64,865976.36
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1107.20,97634.68
Tahsis/Nootka,2018,7,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,510.40,137402.42
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,389.22,37289.21
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,142.58,12083.57
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2091.50,277945.20
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,751.73,77440.72
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,156.73,13385.91
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,425.51,58125.38
Kyuquot,2018,7,Area 26,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,166.40,14516.35
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,138.72,3483.67
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2216.42,464397.30
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,249.41,28352.56
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,640.31,69966.34
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,120.51,7132.88
Winter Harbour,2018,7,Area 27,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,55.47,2910.33
Vancouver,2018,7,Area 28,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,161.71,7348.76
Vancouver,2018,7,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,30.15,878.82
Vancouver,2018,7,Area 28,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,60.30,3515.27
Vancouver,2018,7,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,261.22,24073.73
Vancouver,2018,7,Area 28,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,52.24,2677.18
Vancouver,2018,7,Area 29 (Marine),Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,153.66,7670.87
Vancouver,2018,7,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,217.36,9558.48
Vancouver,2018,7,Area 29 (Marine),Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,231.73,43329.98
Vancouver,2018,7,Area 29 (Marine),Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1537.63,265556.54
Vancouver,2018,7,Area 29 (Marine),Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,175.22,24418.00
Haida Gwaii,2018,7,Area 2E,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,22.76,495.08
Haida Gwaii,2018,7,Area 2E,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,175.78,24438.34
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,564.13,21982.62
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,258.85,27053.28
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,3933.91,384733.92
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,8159.39,9572247.40
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,193.36,6123.75
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,848.25,87688.53
Haida Gwaii,2018,7,Area 2W,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,867.15,141412.20
Prince Rupert,2018,7,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1490.21,136215.41
Prince Rupert,2018,7,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1559.81,469952.03
Prince Rupert,2018,7,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,657.04,234044.52
Prince Rupert,2018,7,Area 3,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,156.73,13385.91
Prince Rupert,2018,7,Area 3,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,164.71,12551.30
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,219.49,9278.52
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,66.40,2330.63
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2339.24,196342.45
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2224.42,747006.54
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,357.48,27927.07
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,267.53,15471.68
Prince Rupert,2018,7,Area 4,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,327.62,71139.18
Prince Rupert,2018,7,Area 4,Angling from shore,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,22.13,467.74
Central Coast,2018,7,Area 5,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,49.17,2319.12
Central Coast,2018,7,Area 5,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,19.05,343.71
Central Coast,2018,7,Area 5,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,49.17,2319.12
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,126.07,8150.90
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,74.38,3144.92
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2421.93,480346.33
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,3446.65,3988902.97
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,479.87,65304.33
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,321.03,30082.95
Central Coast,2018,7,Area 6,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,734.64,455353.99
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,182.78,6946.67
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,145.25,4959.15
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2397.83,210136.81
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2026.37,457972.40
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1543.24,611688.44
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,382.53,30882.22
Central Coast,2018,7,Area 7,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,89.22,3321.96
Central Coast,2018,7,Area 8,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,135.15,6030.65
Central Coast,2018,7,Area 8,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,988.20,123028.51
Central Coast,2018,7,Area 8,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,903.54,277652.96
Central Coast,2018,7,Area 8,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,694.22,234926.18
Central Coast,2018,7,Area 8,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,141.09,6681.83
Central Coast,2018,7,Area 9,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,277.37,12058.53
