FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,BOAT_DAYS,SOCKEYE_KEPT,COHO_KEPT,PINK_KEPT,CHUM_KEPT,CHINOOK_KEPT,
SALMON SEINE,POST-SEASON,AREA B - SALMON SEINE,2004,29,1,,,,,,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,2,16,0,0,0,"65,700",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,3,436,"49,728","43,744","2,225,237","7,167",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,5,31,0,0,"191,219",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,6,589,"21,577","35,949","4,510,843","86,759",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,7,32,0,801,"26,484","31,071",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2005,8,222,0,"8,965","583,141","74,369",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2005,12,140,"22,047",72,"42,068","207,367",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2005,13,231,"34,082",82,"51,743","411,934",4,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2005,14,3,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2005,21,207,0,9,1,"385,487",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2005,23,10,0,"2,348",0,0,"4,751",
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,2,10,0,0,"35,000","19,600",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,3,236,"43,837",0,"137,836","49,991",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,4,682,"263,018",0,"155,288",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,5,5,367,0,"9,187",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,6,7,653,0,"5,974",980,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,7,17,0,0,"5,638","12,348",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2006,8,152,0,"1,648","48,442","86,944",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,12,322,"1,101,639",0,"9,344","310,331",11,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,13,228,"467,877",0,"8,193","356,519",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,14,40,0,0,0,"3,386",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,20,0,0,0,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,21,148,0,0,0,"223,927",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2006,23,10,0,807,0,56,"2,131",
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,3,717,"117,183","34,868","2,919,472","11,974",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,4,136,"37,558","6,884","459,349",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,5,126,"5,160","4,937","646,654",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,6,266,"8,173","18,804","1,760,144",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,7,9,0,0,"6,414","1,448",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2007,8,118,0,0,"210,529","60,408",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2007,12,77,0,0,12,"41,905",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2007,13,217,56,4,"40,664","311,314",2,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2007,14,4,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2007,23,18,0,"3,755",0,0,"4,041",
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,2,8,0,8,0,"2,000",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,3,61,"5,173",0,"11,180",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,4,275,"195,938",0,"91,767",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,5,15,572,0,237,0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,6,7,435,0,751,0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2008,8,9,0,0,"5,231","1,218",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,12,81,"1,039",2,"3,367","55,896",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,13,177,0,4,25,"132,346",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,18,1,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,20,12,"11,335",0,37,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,21,12,0,0,0,"18,796",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2008,23,10,0,"3,437",0,0,"3,409",
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,2,9,,,,,,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,3,177,"13,532","1,951","880,233",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,4,49,0,0,"341,403",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,5,23,0,0,"131,704",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,6,639,"49,509","15,914","6,636,072",350,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,7,1,,,,,,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2009,8,31,0,0,"125,607","7,188",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2009,12,241,13,7,"1,022,056","107,717",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2009,13,166,0,0,"267,471","210,593",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2009,14,4,0,0,0,"2,030",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2009,23,11,"15,039",531,0,0,"2,598",
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2009,29,20,0,0,"88,177",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,1,10,0,0,"188,000",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,2,15,0,0,"265,000",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,3,26,"2,660",0,"26,976",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,5,2,,,,,,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,6,13,"2,348",0,"21,364",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,7,6,0,362,0,"9,200",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2010,8,3,0,0,207,49,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2010,12,371,"2,310,898",282,"68,295","19,354",33,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2010,13,349,"2,217,593",221,"15,887","19,551",51,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2010,20,40,"129,793",5,158,2,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2010,23,120,"495,495",52,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2010,29,100,"1,148,724",14,59,39,3,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2011,3,164,"60,422","2,976","289,907",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2011,4,136,"60,843","3,910","97,970",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2011,6,179,"27,378","10,886","708,209",0,6,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2011,7,67,0,"1,182","11,139","219,495",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2011,8,4,0,0,"1,236","1,081",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,12,815,"95,865",475,"3,641,735","301,758",40,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,13,127,"1,158",20,"81,167","239,907",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,14,172,0,0,0,"393,810",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,18,0,0,0,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,21,67,0,2,0,"211,968",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,23,112,"192,333",1,1,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2011,29,138,827,292,"716,227",280,63,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2012,2,20,0,0,"237,000",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2012,3,165,"5,366",0,"339,239","25,993",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2012,4,118,"123,340",0,"10,251",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2012,7,85,0,350,"22,785","111,938",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2012,8,47,0,0,"18,092","22,599",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,12,60,0,0,82,"103,943",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,13,177,3,0,92,"184,551",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,14,1,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,18,102,0,0,0,"91,103",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,21,20,0,0,0,97,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,23,136,"80,971",12,0,0,1,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2012,29,3,0,0,0,104,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2013,3,273,"6,927","16,566","2,233,089","41,991",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2013,6,519,"5,887","23,345","6,293,837",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2013,7,44,0,433,"30,481","134,618",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2013,8,71,0,0,"439,315","35,387",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,12,259,831,"1,138","747,071","177,182",31,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,13,173,55,"1,026","81,422","254,868",4,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,14,0,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,18,1,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,23,17,"9,128",0,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,28,6,0,0,"282,400",0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2013,29,174,"1,233",428,"1,451,421","7,478",75,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,1,15,0,0,"606,300",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,3,219,"33,071","9,675","861,855","27,272",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,4,198,"118,056","6,938","473,782",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,5,7,0,192,"83,146",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,6,148,"21,513","4,577","1,117,211",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,7,69,0,"6,017","84,029","154,992",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2014,8,3,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2014,12,541,"2,320,056",984,"288,803","53,523",157,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2014,13,373,"1,180,913",773,"41,512","185,211",154,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2014,16,25,"26,166",0,50,112,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2014,23,229,"243,190",49,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2014,29,192,"1,285,177",30,15,317,20,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,2,11,0,0,0,"58,251",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,3,188,"22,049","7,640","181,218","109,886",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,4,15,"2,539",663,816,0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,6,33,0,0,"7,872","21,169",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,7,165,0,802,"40,081","286,805",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2015,8,238,0,0,"685,529","186,857",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,12,92,6,369,100,"191,294",4,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,13,66,4,207,45,"161,208",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,16,25,0,0,"95,198",0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,17,6,0,0,0,176,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,18,37,0,0,0,"182,857",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,19,0,0,0,0,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,21,48,0,0,0,"58,580",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,23,139,"536,003",0,1,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,28,6,0,0,"100,051",0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2015,29,18,0,0,0,"3,706",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2016,3,291,495,"19,778","892,858","59,399",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2016,4,29,"23,548","5,229","15,264",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2016,6,129,0,0,"584,657",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2016,7,46,0,0,"13,405","22,383",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2016,8,90,0,0,"48,150","82,338",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,12,90,0,97,1,"276,636",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,13,155,1,79,13,"771,087",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,14,160,0,0,0,"231,670",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,17,74,0,0,0,"61,600",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,18,127,0,0,0,"90,850",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,21,99,0,0,0,"269,042",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,23,233,"228,329",0,2,0,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2016,29,9,0,0,0,472,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2017,3,249,0,"12,284","703,702","55,288",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2017,6,22,0,0,"113,347",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2017,7,0,0,0,0,0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2017,8,175,0,0,"700,726","80,453",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2017,12,60,0,125,622,"84,607",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2017,13,115,2,166,60,"203,504",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2017,17,119,0,0,0,"35,522",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2017,18,169,0,0,0,"76,324",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2017,23,31,"16,461",684,0,0,"3,152",
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2018,3,111,159,635,"101,267","38,368",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2018,4,52,"24,370",0,"5,940",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2018,8,222,0,0,"43,650","212,171",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,12,507,"1,121,448",631,"48,074","29,160",228,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,13,129,"158,028",74,"8,297","21,892",16,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,17,51,0,0,0,"9,576",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,18,29,0,0,0,"7,531",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,19,1,,,,,,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,23,21,"6,075","1,775",0,0,"6,403",
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2018,29,44,"627,503",108,17,601,15,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2019,3,58,321,0,"36,645","16,756",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2019,8,54,0,0,"8,586","59,055",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2019,23,37,0,"2,744",0,0,"6,562",
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2019,29,4,,,,,,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2020,1,35,0,0,"183,297",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2020,3,13,0,0,"1,816","1,751",0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2020,6,258,0,0,"1,563,002",0,0,
SALMON SEINE,IN-SEASON,AREA A - SALMON SEINE,2020,8,3,0,0,"10,820",181,0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2020,12,16,0,0,0,"4,741",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2020,13,116,0,2,950,"76,019",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2020,17,27,0,0,0,"2,256",0,
SALMON SEINE,IN-SEASON,AREA B - SALMON SEINE,2020,23,25,0,0,0,0,"7,984",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1996,12,54,"3,304",0,"1,377",5,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1996,13,167,"27,138",0,"7,308",39,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1996,16,5,225,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1996,18,92,"5,094",3,3,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,20,0,0,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1996,20,4,0,720,0,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,21,870,103,"66,701",60,327,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,23,"5,294",440,"376,605",433,522,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,24,"2,161",68,"111,998",276,"1,937",0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,25,992,14,"51,931",167,259,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,26,"1,582",72,"85,664",454,575,4,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1996,27,"2,000",112,"99,906","12,852",972,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,101,"5,655","18,650","250,909","710,615","22,445",8,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,102,407,401,"16,634","5,843",408,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,104,507,"3,167","26,227","28,500","1,458",0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,105,913,398,"27,979","11,916",544,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,106,262,163,"9,053","7,083",816,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,107,37,0,279,26,10,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,108,53,3,"1,078","6,269",67,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1996,142,42,0,977,11,"1,031",0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,11,5,"8,048",0,"4,728",10,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,12,374,"1,074,593",437,"464,892","1,676",174,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1997,12,713,"558,680",732,"181,522","1,012","1,072",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1997,13,447,"161,365",13,"61,062",691,645,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1997,16,20,445,0,182,0,6,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1997,18,80,"2,872",0,"4,020",2,78,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,21,1,,,,,,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,23,255,"5,208",3,"6,008",22,"25,515",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,24,69,"1,072",0,"3,458",19,"1,201",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,25,42,872,0,"1,955",4,"3,073",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,26,120,499,0,553,38,"14,495",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1997,27,151,"1,522",38,"2,188",184,"8,351",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1997,29,,"10,324",0,"3,591",3,77,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,101,"7,872","121,065","123,332","263,764","35,229","54,610",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,102,898,"4,101","10,838","2,220",471,"13,878",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,104,258,"2,621","12,860","17,345","1,071","1,472",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,105,346,230,"4,140","2,579","2,479","3,343",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,106,339,"1,028","4,269","2,219",211,"5,616",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,107,239,749,"2,724",836,150,"3,610",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,108,17,6,178,198,5,48,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1997,142,"1,186","117,887","9,334","36,981","3,441","11,081",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,11,84,"8,106",0,940,55,146,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,12,"1,791","190,006",0,"15,939",613,"1,759",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1998,12,391,"66,986",0,"7,131","17,323",254,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1998,13,807,"41,589",0,"11,323","98,306",345,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1998,14,22,0,0,0,627,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1998,18,1,,,,,,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,23,227,"9,003",0,0,0,5,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1998,29,,"16,853",0,128,4,43,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,101,80,0,0,0,73,908,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,102,15,0,0,198,0,200,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,106,165,0,0,"3,352",229,"1,689",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,107,80,0,0,395,102,331,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,108,30,0,0,94,8,168,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,123,148,0,0,0,17,"6,475",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,124,40,0,0,0,7,"1,366",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,125,46,0,0,0,97,"1,377",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,126,59,0,0,0,57,"1,920",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1998,127,19,0,0,0,14,253,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1998,142,"5,712","82,315",0,"26,279","9,305","116,038",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1999,12,134,"10,607",0,"1,378",16,243,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1999,13,69,"1,900",0,"1,029",7,70,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,23,456,"9,477",0,3,0,302,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,24,19,0,0,0,48,"1,005",
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,1999,29,12,0,0,0,102,1,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1999,101,41,0,864,"31,013",556,0,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1999,102,44,0,0,0,41,873,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1999,106,37,0,0,0,52,816,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1999,107,58,0,0,0,29,"1,257",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,123,537,0,0,7,278,"30,847",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,124,79,0,0,6,168,"2,837",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,125,267,0,0,8,497,"13,503",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,126,154,0,0,0,264,"7,294",
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,1999,127,34,0,0,6,452,492,
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,1999,142,"1,745",0,0,0,"1,194","44,027",
SALMON TROLL,POST-SEASON,AREA F - SALMON TROLL,2000,2,3,0,0,0,"2,819",0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,11,5,82,0,137,0,0,
SALMON TROLL,POST-SEASON,AREA G - SALMON TROLL,2000,12,737,"20,971",5,"34,048",149,8,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2000,12,233,"16,832",4,"18,472",53,77,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2000,13,773,"45,545",5,"28,083","1,535",530,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2000,16,12,2,0,0,0,0,
SALMON TROLL,POST-SEASON,AREA H - SALMON TROLL,2000,18,41,375,0,4,0,18,
