Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
Atnarko.Yearling,North Coast,1997,520,"4,5",5.96,0.00,1.35,0.38,2.50,0.00,0.00,0.00,13.46,1.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.77,5.96,0.00,0.00,0.00,0.00,63.46
Atnarko.Yearling,North Coast,2010,36,"2,3",25.00,2.78,5.56,8.33,13.89,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,36.11
Atnarko.Yearling,North Coast,2011,98,"2,3,4",21.43,5.10,2.04,5.10,5.10,0.00,0.00,0.00,2.04,11.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.18,0.00,0.00,0.00,0.00,0.00,38.78
Atnarko.Yearling,North Coast,2012,951,"2,3,4,5",9.67,0.74,1.26,5.15,2.94,0.00,0.00,0.00,17.46,2.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.62,0.84,0.00,0.00,0.00,0.00,46.90
Atnarko.Yearling,North Coast,2013,2979,"2,3,4,5",3.69,0.20,0.54,1.61,3.46,0.20,0.00,0.00,9.20,1.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.88,0.70,0.00,0.00,0.00,0.00,72.27
Atnarko.Yearling,North Coast,2014,1375,"3,4,5",7.93,0.22,0.73,4.36,3.64,0.00,0.00,0.00,9.38,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,9.09,4.51,0.00,0.00,0.00,0.00,57.67
Atnarko.Yearling,North Coast,2015,1982,"4,5",3.08,0.15,0.71,0.30,2.67,0.15,0.00,0.00,8.88,3.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.97,0.76,0.00,0.00,0.00,0.00,71.64
Atnarko,North Coast,1989,36,"2,3",19.44,38.89,0.00,16.67,2.78,0.00,0.00,0.00,22.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Atnarko,North Coast,1990,145,"2,3,4",20.69,3.45,0.00,2.07,0.69,0.69,0.00,4.83,14.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.76,0.00,0.00,0.00,0.00,0.00,50.34
Atnarko,North Coast,1991,789,"2,3,4,5",6.72,0.00,0.00,1.27,1.14,0.38,0.00,0.38,20.41,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.17,3.42,0.00,0.00,0.00,0.00,62.48
Atnarko,North Coast,1992,984,"2,3,4,5",9.96,0.00,0.00,1.83,1.83,0.30,0.00,5.28,17.99,1.83,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,3.66,1.83,0.00,0.00,0.00,0.00,55.28
Atnarko,North Coast,1993,1337,"2,3,4,5",10.10,0.82,0.60,4.56,2.09,0.45,0.00,1.20,12.86,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,2.17,0.00,0.00,0.00,0.00,61.41
Atnarko,North Coast,1994,1704,"2,3,4,5",7.57,0.18,0.23,1.53,1.82,0.00,0.00,2.58,18.19,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,1.00,0.00,0.00,0.00,0.00,64.03
Atnarko,North Coast,1995,2332,"2,3,4,5",4.50,0.09,1.16,1.11,2.79,0.00,0.00,0.34,15.31,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.19,3.43,0.00,0.00,0.00,0.00,65.48
Atnarko,North Coast,1996,2074,"2,3,4,5",2.65,0.00,0.53,0.24,0.58,0.00,0.00,0.00,11.04,1.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.30,5.69,0.00,0.00,0.00,0.00,72.76
Atnarko,North Coast,1997,1142,"2,3,4,5",4.38,0.00,1.58,0.18,3.15,0.00,0.00,0.44,9.46,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,4.47,0.00,0.00,0.00,0.00,67.25
Atnarko,North Coast,1998,1071,"2,3,4,5",7.28,0.00,0.37,0.00,4.86,0.00,0.00,0.00,12.98,1.12,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.18,3.36,0.00,0.00,0.00,0.00,59.66
Atnarko,North Coast,1999,1436,"2,3,4,5",5.78,0.00,2.51,0.00,2.99,0.00,0.00,0.00,7.10,1.32,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.39,3.69,0.00,0.00,0.00,0.00,72.01
Atnarko,North Coast,2000,1047,"2,3,4,5",6.40,0.10,0.00,0.00,3.53,0.00,0.00,0.00,6.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.64,4.11,0.00,0.00,0.00,0.00,71.25
Atnarko,North Coast,2001,689,"2,3,4,5",6.53,0.00,2.18,0.00,2.18,0.29,0.00,0.00,12.92,0.87,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.56,4.79,0.00,0.00,0.00,0.00,61.54
Atnarko,North Coast,2002,752,"2,3,4,5",4.92,0.13,0.40,8.91,3.99,0.80,0.00,0.00,15.69,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.18,2.13,0.00,0.00,0.00,0.00,52.53
Atnarko,North Coast,2003,615,"2,3,4,5",5.04,0.16,0.00,2.93,5.85,0.00,0.00,0.00,23.90,8.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.13,3.41,0.00,0.00,0.00,0.00,41.95
Atnarko,North Coast,2004,711,"2,3,4,5",9.85,0.00,0.00,3.38,5.77,0.00,0.00,0.00,20.11,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.74,1.27,0.00,0.00,0.00,0.00,46.69
Atnarko,North Coast,2005,938,"3,4,5",13.01,0.11,1.71,4.48,5.97,0.00,0.00,0.00,15.57,9.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.04,2.03,0.00,0.00,0.00,0.00,40.51
Atnarko,North Coast,2006,1423,"4,5",8.78,0.00,1.41,2.25,2.39,0.00,0.00,0.00,8.78,5.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.50,2.46,0.00,0.00,0.00,0.00,64.37
Atnarko,North Coast,2007,398,"2,5",11.56,0.00,5.53,1.26,3.77,0.50,0.00,0.00,16.83,5.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.78,2.51,0.00,0.00,0.00,0.00,47.24
Atnarko,North Coast,2008,154,"2,3",6.49,0.00,3.25,1.95,0.00,0.00,0.00,0.00,8.44,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.90,0.00,0.00,0.00,0.00,0.00,74.03
Atnarko,North Coast,2009,683,"2,3,4",9.37,0.00,0.00,3.22,3.37,0.00,0.00,0.00,22.84,2.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.37,3.51,0.00,0.00,0.00,0.00,45.68
Atnarko,North Coast,2010,831,"2,3,4,5",11.19,0.12,0.60,2.89,1.68,0.00,0.00,0.00,13.12,6.50,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.59,2.65,0.00,0.00,0.00,0.00,50.18
Atnarko,North Coast,2011,568,"2,3,4,5",14.08,0.00,0.53,8.45,3.17,0.00,0.00,0.00,21.65,7.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.39,0.88,0.00,0.00,0.00,0.00,36.62
Atnarko,North Coast,2012,873,"2,3,4,5",12.60,0.57,0.80,2.29,2.18,0.00,0.00,0.00,16.15,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.83,0.00,0.00,0.00,0.00,0.00,49.94
Atnarko,North Coast,2013,3016,"2,3,4,5",4.38,0.36,0.36,1.46,2.55,0.00,0.00,0.00,9.08,1.26,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,9.35,3.45,0.00,0.00,0.00,0.00,67.51
Atnarko,North Coast,2014,3345,"2,3,4,5",6.22,0.54,0.39,2.66,2.00,0.18,0.21,0.00,6.79,3.86,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.18,3.83,0.00,0.00,0.00,0.00,62.09
Atnarko,North Coast,2015,8545,"2,3,4,5",3.82,0.04,0.73,1.01,2.47,0.20,0.00,0.00,7.76,3.48,0.00,0.00,0.08,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.95,0.68,0.00,0.00,0.00,0.00,72.77
Atnarko,North Coast,2016,4857,"2,3,4,5",4.69,1.26,0.86,1.05,2.99,0.31,0.00,0.00,4.16,3.83,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.88,2.06,0.00,0.00,0.00,0.00,66.85
Atnarko,North Coast,2017,2080,"2,3,4,5",5.58,0.14,0.77,2.07,1.97,0.19,0.00,0.00,11.97,3.13,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.40,2.69,0.00,0.00,0.00,0.00,53.80
Atnarko,North Coast,2018,2216,"2,3,4,5",2.66,0.00,0.45,0.72,1.04,0.14,0.00,0.00,17.19,1.08,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.51,0.45,0.00,0.00,0.00,0.00,64.31
Atnarko,North Coast,2019,2385,"3,4,5",1.30,0.00,0.59,0.00,2.18,0.00,0.67,0.00,15.97,3.31,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.94,8.72,0.00,0.00,0.00,0.00,56.23
