Project,Species,Run,Recovery Year,RETURN_SITE_CODE,Return Site,CU Index,CU Name,Composite Type,Composite Descr,Sex/Maturity,Total Count,Total Examined,Expanded Enh,Enh Contr %
Quesnel R,Chinook,Summer,1988,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,5880,2111,189.907,3.23
Quesnel R,Chinook,Summer,1989,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,180,180,4.93,2.739
Quesnel R,Chinook,Summer,1989,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,3200,1069,41.78,1.306
Quesnel R,Chinook,Summer,1989,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,2820,1216,77.238,2.739
Quesnel R,Chinook,Summer,1990,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,418,0,5.283,1.264
Quesnel R,Chinook,Summer,1990,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,290,290,38.91,13.417
Quesnel R,Chinook,Summer,1990,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,First Nations Harvest,I1,Total Adults,200,0,2.528,1.264
Quesnel R,Chinook,Summer,1990,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,5945,1988,434.82,7.314
Quesnel R,Chinook,Summer,1990,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,6305,2310,79.66,1.263
Quesnel R,Chinook,Summer,1991,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,584,584,26.49,4.536
Quesnel R,Chinook,Summer,1991,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,4400,1052,165.49,3.761
Quesnel R,Chinook,Summer,1991,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,7400,1149,775.58,10.481
Quesnel R,Chinook,Summer,1992,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,176,176,16.59,9.426
Quesnel R,Chinook,Summer,1992,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,3500,590,194.87,5.568
Quesnel R,Chinook,Summer,1992,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,11200,2187,405.85,3.624
Quesnel R,Chinook,Summer,1993,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,58,58,8.82,15.207
Quesnel R,Chinook,Summer,1993,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,4581,892,434.85,9.492
Quesnel R,Chinook,Summer,1993,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N2,Total Adults,240,240,36.43,15.179
Quesnel R,Chinook,Summer,1993,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,6400,1234,196.91,3.077
Quesnel R,Chinook,Summer,1994,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,67,67,5.22,7.791
Quesnel R,Chinook,Summer,1994,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,1356,387,55.16,4.068
Quesnel R,Chinook,Summer,1994,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N2,Total Adults,193,193,15.04,7.793
Quesnel R,Chinook,Summer,1995,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,89,89,9.74,10.944
Quesnel R,Chinook,Summer,1995,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,3100,819,135.6,4.374
Quesnel R,Chinook,Summer,1995,272,Chilko R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,10538,2438,22.71,0.216
Quesnel R,Chinook,Summer,1996,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,308,308,85.36,27.714
Quesnel R,Chinook,Summer,1996,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,2695,716,384.47,14.266
Quesnel R,Chinook,Summer,1997,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,357,357,56.41,15.801
Quesnel R,Chinook,Summer,1997,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,3185,749,183.44,5.759
Quesnel R,Chinook,Summer,1998,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,Broodstock,B1,Total Adults,145,145,76.46,52.731
Quesnel R,Chinook,Summer,1998,155,Quesnel R,CK-11,MIDDLE FRASER RIVER_SU_1.3,River,N1,Total Adults,4760,1596,1217.32,25.574
Quinsam R,Coho,Fall,1976,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,699,0,687.568,98.365
Quinsam R,Coho,Fall,1976,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,964,13,45.172,4.686
Quinsam R,Coho,Fall,1976,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,5271,5271,5184.793,98.365
Quinsam R,Coho,Fall,1976,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,1126,1126,52.764,4.686
Quinsam R,Coho,Fall,1976,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,17181,12604,16900.003,98.364
Quinsam R,Coho,Fall,1977,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,2021,0,1786.735,88.408
Quinsam R,Coho,Fall,1977,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,7994,0,6354.916,79.496
Quinsam R,Chinook,Fall,1977,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,397,397,59.68,15.033
Quinsam R,Coho,Fall,1977,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,3401,3401,2703.661,79.496
Quinsam R,Coho,Fall,1977,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,17604,17604,15563.421,88.408
Quinsam R,Coho,Fall,1977,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,9582,8633,7617.313,79.496
Quinsam R,Coho,Fall,1978,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,2302,0,1996.323,86.721
Quinsam R,Coho,Fall,1978,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,4916,0,4791.09,97.459
Quinsam R,Chinook,Fall,1978,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Total Adults,83,0,10.969,13.216
Quinsam R,Coho,Fall,1978,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,4629,4629,4511.383,97.459
Quinsam R,Chinook,Fall,1978,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,337,337,44.54,13.217
Quinsam R,Chinook,Fall,1978,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,5000,690,233.08,4.662
Quinsam R,Coho,Fall,1978,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,8114,8114,7036.563,86.721
Quinsam R,Coho,Fall,1978,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,3635,3167,3542.639,97.459
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,3514,581,2565.598,73.011
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,6042,14,4834.627,80.017
Quinsam R,Chinook,Fall,1979,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Total Adults,471,471,160.36,34.047
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,400,0,320.067,80.017
Quinsam R,Chinook,Fall,1979,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,439,439,223.58,50.929
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,2232,2232,1785.979,80.017
Quinsam R,Chinook,Fall,1979,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,2902,108,1603.1,55.241
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,17907,17907,13074.028,73.011
Quinsam R,Coho,Fall,1979,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,3527,3527,2822.2,80.017
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,3832,0,3832.003,100
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,15355,610,11130.276,72.486
Quinsam R,Chinook,Fall,1980,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Total Adults,550,232,350.76,63.775
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,2000,0,1449.727,72.486
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,1965,1965,1965.002,100
Quinsam R,Chinook,Fall,1980,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,571,571,436.91,76.517
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,3810,3810,2761.728,72.486
Quinsam R,Chinook,Fall,1980,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,1571,124,304.92,19.409
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,11283,11283,11282.998,100
Quinsam R,Coho,Fall,1980,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,17273,17273,12520.561,72.486
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,1813,546,1813.002,100
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,8215,2595,7367.574,89.684
Quinsam R,Chinook,Fall,1981,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Total Adults,925,109,879.54,95.085
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,500,0,448.427,89.685
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,81,81,81.003,100.004
Quinsam R,Chinook,Fall,1981,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,439,439,332.13,75.656
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,2907,2907,2607.125,89.684
Quinsam R,Chinook,Fall,1981,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,1100,160,293.15,26.65
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,11511,11511,11511.002,100
Quinsam R,Coho,Fall,1981,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,14092,14092,12638.33,89.684
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,1054,904,1005.406,95.39
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,8000,3183,5672.678,70.908
Quinsam R,Chinook,Fall,1982,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Total Adults,1500,503,837.66,55.844
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,750,0,531.816,70.909
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,7164,7164,6833.707,95.39
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,3270,3270,2318.707,70.908
Quinsam R,Chinook,Fall,1982,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,534,534,534.01,100.002
Quinsam R,Chinook,Fall,1982,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,1100,108,356.25,32.386
Quinsam R,Coho,Fall,1982,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,10623,10623,7532.606,70.908
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,2014,46,1414.979,70.257
Quinsam R,Chinook,Fall,1983,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Total Adults,46,0,20.227,43.972
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,8278,1309,7724.35,93.312
Quinsam R,Chinook,Fall,1983,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N2,Total Adults,1200,261,527.65,43.971
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,2000,0,1866.235,93.312
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,3712,3712,2607.949,70.257
Quinsam R,Chinook,Fall,1983,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Total Adults,550,550,550.01,100.002
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,4605,4605,4297.009,93.312
Quinsam R,Chinook,Fall,1983,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Total Adults,750,151,572.58,76.344
Quinsam R,Coho,Fall,1983,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,7556,7556,7050.64,93.312
Quinsam R,Chinook,Fall,1984,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Females,591,287,381.63,64.574
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,1594,1071,1207.954,75.781
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,9766,2674,6240.976,63.905
Quinsam R,Chinook,Fall,1984,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Males,451,206,451,100
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,2000,0,1278.102,63.905
Quinsam R,Chinook,Fall,1984,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Females,866,866,606.58,70.044
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,297,297,225.068,75.78
Quinsam R,Chinook,Fall,1984,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Males,811,811,810.96,99.995
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,4463,4463,2852.091,63.905
Quinsam R,Chinook,Fall,1984,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Females,691,248,289.64,41.916
Quinsam R,Chinook,Fall,1984,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Males,615,182,251.63,40.915
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,13889,13889,10525.279,75.781
Quinsam R,Coho,Fall,1984,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,11187,11187,7149.068,63.905
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,753,0,613.74,81.506
Quinsam R,Chinook,Fall,1985,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Total Adults,47,0,40.614,86.413
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,9263,1438,7360.096,79.457
Quinsam R,Chinook,Fall,1985,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N0,Females,892,517,692.95,77.685
Quinsam R,Chinook,Fall,1985,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Males,698,471,499.02,71.493
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,800,0,635.659,79.457
Quinsam R,Chinook,Fall,1985,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Females,812,812,648.39,79.851
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,1268,1268,1033.496,81.506
Quinsam R,Chinook,Fall,1985,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Males,1218,1218,1104.66,90.695
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,3259,3259,2589.502,79.457
Quinsam R,Chinook,Fall,1985,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Females,735,362,323.93,44.072
Quinsam R,Chinook,Fall,1985,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Males,692,340,280.17,40.487
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,12268,12268,9999.14,81.506
Quinsam R,Coho,Fall,1985,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,16140,16140,12824.348,79.457
Quinsam R,Coho,Fall,1986,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,133,0,117.082,88.032
Quinsam R,Chinook,Fall,1986,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Total Adults,16,0,13.615,85.094
Quinsam R,Coho,Fall,1986,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,9738,612,7193.889,73.874
Quinsam R,Chinook,Fall,1986,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Females,584,365,352.47,60.354
Quinsam R,Chinook,Fall,1986,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Males,679,372,352.4,51.9
Quinsam R,Coho,Fall,1986,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,750,0,554.06,73.875
Quinsam R,Chinook,Fall,1986,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Females,799,799,675.25,84.512
Quinsam R,Chinook,Fall,1986,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Males,1070,1070,918.38,85.83
Quinsam R,Coho,Fall,1986,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,26368,26368,19479.203,73.874
Quinsam R,Chinook,Fall,1986,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Females,2222,1335,1008.32,45.379
Quinsam R,Chinook,Fall,1986,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Males,1928,1044,945,49.015
Quinsam R,Coho,Fall,1986,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,16919,16919,14894.15,88.032
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,2455,2455,1725.822,70.298
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N2,Jacks,1759,401,1501.512,85.362
Quinsam R,Chinook,Fall,1987,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Total Adults,30,30,23.79,79.3
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,5756,5591,4964.613,86.251
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N3,Total Adults,6120,6120,4469.219,73.026
Quinsam R,Chinook,Fall,1987,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Females,885,588,580.7,65.616
Quinsam R,Chinook,Fall,1987,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Males,1303,588,1178.06,90.411
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Below Fence,N2,Total Adults,2275,0,1962.211,86.251
Quinsam R,Chinook,Fall,1987,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Females,1133,1133,859.34,75.846
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Jacks,507,507,356.411,70.298
Quinsam R,Chinook,Fall,1987,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Broodstock,H1,Males,2200,2200,1775.12,80.687
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Broodstock,H1,Total Adults,10071,10071,7354.495,73.026
Quinsam R,Chinook,Fall,1987,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Females,1286,797,646.27,50.254
Quinsam R,Chinook,Fall,1987,95,Campbell R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,River,N1,Males,1458,666,1157.46,79.387
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Jacks,34609,34609,24329.528,70.298
Quinsam R,Coho,Fall,1987,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Tendered Sale,Z1,Total Adults,2065,2062,1507.995,73.026
Quinsam R,Coho,Fall,1988,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Jacks,86,0,70.025,81.424
Quinsam R,Coho,Fall,1988,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N2,Jacks,903,903,456.488,50.552
Quinsam R,Chinook,Fall,1988,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Above Fence,N1,Total Adults,687,687,572.28,83.301
Quinsam R,Coho,Fall,1988,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N1,Total Adults,4014,3141,2812.043,70.056
Quinsam R,Coho,Fall,1988,106,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,Above Fence,N3,Total Adults,6436,6093,3927.107,61.018
Quinsam R,Chinook,Fall,1988,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Females,2090,1105,1861.22,89.054
Quinsam R,Chinook,Fall,1988,106,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,Below Fence,N1,Males,3221,1260,2374.84,73.73
