recY,proj,stock,run,prod_area,stat_area,area,catch,Escape
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,46.46,1142.41
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,13.75,523.22
1987,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,51.95,641.97
1987,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,23.99,774.58
1983,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.14,34.56
1983,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.46,10.51
1986,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.01,0
1985,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,19.93,413.37
1985,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.37,145.07
1985,Inch Cr,Nicomen Sl,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,18.3,1116.42
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,10.53,160.3
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.93,362.38
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,33.36,531.01
1986,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,7.44,111.67
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,25.36,572.25
1987,Inch Cr,Inch Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,30.03,156.82
1987,Inch Cr,Norrish Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,91.4,262.75
1987,Inch Cr,Siddle Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,99.93,12.79
1987,Kanaka Cr,Kanaka Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,25.79,0
1986,L Campbell R,L Campbell R,Fall,GSMS,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,13.97,0
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,19.35,1.9
1987,L Qualicum R,L Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,7.31,1.9
1984,Louis Cr,Louis Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,27.25,0
1983,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.53,0
1984,Nanaimo R,Nanaimo R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,6.57,0
1987,Nanaimo R,Millstone R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,14.12,0
1985,Nitinat R,Nitinat R,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.02,0
1984,Noons Cr,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,6.04,0
1987,Powell R,Lang Cr,Summer,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,11.26,474.89
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,45.71,3798.85
1983,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,138.6,7377.95
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,37.38,10182.58
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,26.19,3318.23
1984,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,124.63,1722.11
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,32.53,9247.35
1985,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,92.12,7810.75
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,50.68,482.62
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,64.93,1885.33
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,72.68,974.46
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,106.17,2428.36
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,91.98,1386.85
1986,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,36.5,563.82
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.73,31.99
1987,Puntledge R,Puntledge R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.38,55.58
1983,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,44.15,2932.63
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.07,395.51
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,10.08,399.63
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,10.08,487.69
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,14.48,5682.56
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,11.46,400.31
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.3,534.32
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,18.22,2340.44
1984,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,10.12,790.26
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.74,1371.35
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,122.15,4429.23
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.1,622.47
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.1,542.65
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.91,470.96
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.75,436.05
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,6.7,521.61
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.79,457.35
1985,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.46,494.19
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.47,860.95
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.39,342.29
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.2,352.48
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.2,263.62
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,116.89,6516.92
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,20.89,1215.11
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,37.15,1444.39
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.6,162
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.35,155.56
1986,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.37,297.43
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,115.95,2793.9
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,123.91,2041.55
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,208.91,2257.91
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,83.71,1939.67
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,110.59,2719.59
1987,Quinsam R,Quinsam R,Fall,JNST,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,12.82,190.03
1983,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.15,3038.48
1983,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,59.46,11224.05
1984,Robertson Cr,Robertson Cr,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,85.41,9416.15
1983,Sechelt,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.99,1.37
1984,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.6,0
1985,Sechelt,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,20.54,0
1986,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,15.87,0
1986,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.69,0
1986,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,6.62,0
1987,Sechelt,Maclean Bay,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,30.64,0
1983,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,34.94,106.17
1985,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.28,4.75
1985,Seymour R,Seymour R/GSMN,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.64,2.36
1986,Sliammon R,Sliammon R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.62,0
1984,Sooke R,Demamiel Cr,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,7.29,0
1984,Sooke R,Demamiel Cr,Fall,SWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.3,0
1985,Tenderfoot Cr,Shovelnose Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,16.81,34.63
1985,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.2,300.53
1985,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,25.84,580.55
1985,Tenderfoot Cr,Mamquam R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,6.04,19.13
1986,Tenderfoot Cr,Mamquam R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,45.08,81.25
1986,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,49.68,1164.66
1986,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,46.02,1068.43
1986,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,66.31,531.62
1987,Tenderfoot Cr,Mamquam R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,158.62,55.93
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,115.81,717.1
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,169.57,576.73
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,40.59,947.92
1986,Thompson R N,Dunn Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.46,154.28
1987,Thompson R N,Fennell Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.29,0
1986,Vancouver Bay,Vancouver R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,24.43,0
1987,Vancouver Bay,Vancouver R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.68,0
1987,Vancouver Bay,Jitco Cr,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.52,0
1991,Alouette R,Alouette R S,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.73,0
1991,Alouette R,Alouette R S,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.71,0
1989,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,18.02,47.56
1989,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,32.79,52.59
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,19.53,178.46
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,27.46,64.17
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,544.87,8033.29
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,7.55,147.23
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,27.51,145.5
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,233.96,8087.59
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,271.48,4815.09
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,290.68,4901.43
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.7,55.03
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.61,70.06
1992,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,328.46,3303.77
1992,Big Qualicum R,Big Qualicum R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,180.26,4075.21
1988,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,45.87,12573.31
1988,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,127.84,11944.52
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,147.58,2447.24
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,58.6,1252.93
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,107.93,5630.66
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,347.7,2393.43
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,21.3,1127.97
1989,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,1174.64,7087
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,104.1,493.72
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,112.11,740.59
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,426.68,8571.52
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,182.3,4061.02
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,218.67,5068.29
1990,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,153.37,836.2
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,181.11,4944.87
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,73.8,2987.42
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,441.16,3855.37
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,34.34,4253.67
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,393.77,12807.82
1991,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,128.39,6517.98
1992,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,631.53,12898.19
1992,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,218.48,2553.7
1992,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,248.57,3347.56
1992,Capilano R,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,4.89,107.06
1988,Chehalis R,Weaver Sp Ch,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,171.87,2279.49
1989,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,927.82,8555.27
1989,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,173.73,4406.13
1989,Chehalis R,Coho Cr/LWFR,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,54.07,252.92
1989,Chehalis R,Hicks Cr,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,351.02,279.73
1990,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,1319.94,5685.99
1990,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,210.54,5579.9
1991,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.36,254.6
1991,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,794.4,10675.81
1992,Chehalis R,Chehalis R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,436.66,6775.25
1989,Chemainus R,Chemainus R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,29.34,0
1988,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,1009.22,10226.77
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,431.53,6533.76
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,411.08,6026.73
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,97.64,5654.97
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,121.95,3852.09
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,333.23,5601.1
1989,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,467.41,13152.52
1990,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,178.23,12976.71
1990,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,541.52,8189.72
1990,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,387.99,7498.1
1991,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,555.84,11557.38
1991,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,234.38,11933.85
1991,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,119.22,11733.88
1991,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,227.46,11449.94
1992,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,263.85,9569.2
1992,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,259.32,7377.91
1992,Chilliwack R,Chilliwack R,Fall,LWFR,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,307.76,4879.39
1988,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,66.24,0
1988,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,33.92,0
1989,Clearwater R Up,Lion Cr,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,47.33,18.54
1989,Clearwater R Up,Raft R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,47.9,28.85
1990,Clearwater R Up,Raft R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,51.76,0
1992,Conuma R,Conuma R,Fall,NWVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,22.71,1749.88
1991,Cowichan R,Cowichan R,Fall,GSVI,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,12.12,0
1988,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.96,74.59
1989,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.23,65.75
1989,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.59,310.32
1989,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,18.06,338.3
1989,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,35.66,1192.6
1989,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,71.32,1170.51
1990,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.75,82.99
1990,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,13.44,167.32
1990,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,34.47,44.51
1990,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,3.75,82.99
1990,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,21.29,238.61
1991,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,2.81,22.51
1991,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,9.56,41.77
1991,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,17.89,123.48
1992,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,5.73,20.3
1992,Eagle R,Eagle R,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,18.22,125.41
1992,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,37.9,452.36
1992,Eagle R,Salmon R/TOMF,Fall,TOMF,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,38.36,76.3
1989,Horseshoe Bay,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,8.68,0
1989,Horseshoe Bay,Capilano R,Fall,GSMN,"1PFMA 20 - Sooke, Bonilla Point Lighthouse-S",20,33.16,59
